object_id,id_p,id_c,cod_via,nome_rua,ponto_referencia,freguesia,situacao,implantacao,global_id,lon,lat,location
012,012,453,66782,Avenida dos Estados Unidos da América,Cruzamento com Avenida de Roma,Alvalade,Em operação,Definida,68e09c8f-7541-4ac3-a8c8-6d16cb1ec8dc,-9.14212290764073,38.7487494207033,0101000020E6100000A2A87055C44822C0E9686105D75F4340
061,061,443,66668,Avenida de Roma,Assembleia Municipal de Lisboa,Areeiro,Em operação,Definida,f10fa668-afb9-4b88-ab56-a34e929cc3c9,-9.13863230427631,38.7435638506763,0101000020E61000005E123AD0FA4622C03F92AA192D5F4340
062,062,433,66932,Avenida de Paris,NaN,Areeiro,Em operação,Definida,3cfba200-2fd2-439a-aa9f-688f7c52d17c,-9.13415240943239,38.7410515103098,0101000020E61000002962E69FAF4422C04CB7A0C6DA5E4340
007,007,475,67142,Avenida Professor Gama Pinto,Cantinha Velha - SASULisboa ,Alvalade,Em operação,Definida,3592a18a-ad19-4d1d-9d4b-b0ef6df14547,-9.15925186807836,38.7513277660503,0101000020E61000006A72FA75895122C0A3E11B822B604340
066,066,477,66667,Alameda da Universidade,Faculdade Direito da Universidade de Lisboa,Alvalade,Em operação,Definida,614314fc-7a91-4fc5-9845-f6bb818c1890,-9.1565607014977,38.7527073489441,0101000020E6100000FA8A69B9285022C03E96E3B658604340
065,065,478,66667,Alameda da Universidade,Faculdade Letras da Universidade de Lisboa,Alvalade,Em operação,Definida,c94eda0d-c648-4c42-8535-08b739ed1842,-9.15711006017334,38.7536270358849,0101000020E610000059A2D4BA705022C0E740C8D976604340
040,040,423,66998,Avenida Conde de Valbom,NaN,Avenidas Novas,Em operação,Definida,bdcacd03-2ea5-4312-97d2-45b32d716349,-9.15210486070102,38.7378341930402,0101000020E61000000A8C34B0E04D22C0367DD059715E4340
074,074,452,66910,Rua Teixeira de Pascoais,Cruzamento com Rua Doutor Gama Barros,Alvalade,Em operação,Definida,53a94374-8b13-42dc-9233-74943ab5f2fc,-9.13683157896438,38.7477923038715,0101000020E6100000926CE9C90E4622C00FAA80A8B75F4340
096,096,487,297,Rua Prof. Mark Athias,Cruzamento com Rua Prof. João Barreira,Lumiar,Em operação,Definida,9dc693f5-8313-495b-88cb-33db37d6b995,-9.17093718548112,38.7612713056984,0101000020E6100000979F2A14855722C0CEAD905671614340
054,054,432,67014,Praça de Londres,Igreja de São João de Deus,Areeiro,Em operação,Definida,5cd0011d-f4a8-41c2-b80f-b8abbc76287a,-9.13774769807123,38.7407538301441,0101000020E610000064A1C4DD864622C0866D8105D15E4340
